ID,Category_x,Reclassified_Category
1903,Other,Artificial Intelligence / Machine Learning
1904,Other,Artificial Intelligence / Machine Learning
1905,Other,Artificial Intelligence / Machine Learning
1906,Other,Other
1907,Other,Artificial Intelligence / Machine Learning
1908,Other,Artificial Intelligence / Machine Learning
1909,Other,Other
1910,Other,Artificial Intelligence / Machine Learning
1911,Other,Artificial Intelligence / Machine Learning
1912,Other,Artificial Intelligence / Machine Learning
1913,Other,Networking
1914,Other,Other
1915,Other,Artificial Intelligence / Machine Learning
1916,Other,Artificial Intelligence / Machine Learning
1917,Other,Web Development
1918,Other,Other
1919,Other,Networking
1920,Other,Artificial Intelligence / Machine Learning
1921,Other,Artificial Intelligence / Machine Learning
1922,Other,Other
1923,Other,Artificial Intelligence / Machine Learning
1924,Other,Artificial Intelligence / Machine Learning
1925,Other,Other
1926,Other,Other
1927,Other,Other
1928,Other,Artificial Intelligence / Machine Learning
1929,Other,Other
1931,Other,Other
1932,Other,Other
1933,Other,Artificial Intelligence / Machine Learning
1934,Other,Artificial Intelligence / Machine Learning
1935,Other,Artificial Intelligence / Machine Learning
1936,Other,Artificial Intelligence / Machine Learning
1937,Other,Artificial Intelligence / Machine Learning
1941,Other,Artificial Intelligence / Machine Learning
1942,Other,Other
1944,Other,Artificial Intelligence / Machine Learning
1946,Other,Artificial Intelligence / Machine Learning
1947,Other,Artificial Intelligence / Machine Learning
1948,Other,Artificial Intelligence / Machine Learning
1949,Other,Artificial Intelligence / Machine Learning
1950,Other,Other
1951,Other,Artificial Intelligence / Machine Learning
1952,Other,Artificial Intelligence / Machine Learning
1953,Other,Artificial Intelligence / Machine Learning
1954,Other,Other
1955,Other,Other
1956,Other,Other
1957,Other,Artificial Intelligence / Machine Learning
1958,Other,Artificial Intelligence / Machine Learning
1959,Other,Artificial Intelligence / Machine Learning
1961,Other,Artificial Intelligence / Machine Learning
1964,Other,Artificial Intelligence / Machine Learning
1966,Other,Other
1967,Other,Other
1968,Other,Artificial Intelligence / Machine Learning
1969,Other,Artificial Intelligence / Machine Learning
1970,Other,Artificial Intelligence / Machine Learning
1971,Other,Other
1972,Other,Artificial Intelligence / Machine Learning
1973,Other,Other
1974,Other,Artificial Intelligence / Machine Learning
1975,Other,Artificial Intelligence / Machine Learning
1977,Other,Other
1978,Other,Other
1979,Other,Artificial Intelligence / Machine Learning
1980,Other,Artificial Intelligence / Machine Learning
1981,Other,Other
1982,Other,Artificial Intelligence / Machine Learning
1983,Other,Other
1985,Other,Artificial Intelligence / Machine Learning
1986,Other,Artificial Intelligence / Machine Learning
1988,Other,Artificial Intelligence / Machine Learning
1989,Other,Other
1990,Other,Other
1991,Other,Artificial Intelligence / Machine Learning
1993,Other,Networking
1994,Other,Artificial Intelligence / Machine Learning
1995,Other,Artificial Intelligence / Machine Learning
1997,Other,Artificial Intelligence / Machine Learning
1998,Other,Other
1999,Other,Artificial Intelligence / Machine Learning
2000,Other,Other
2001,Other,Artificial Intelligence / Machine Learning
2002,Other,Artificial Intelligence / Machine Learning
2004,Other,Artificial Intelligence / Machine Learning
2005,Other,Artificial Intelligence / Machine Learning
2006,Other,Other
2008,Other,Networking
2009,Other,Artificial Intelligence / Machine Learning
2010,Other,Other
2011,Other,Artificial Intelligence / Machine Learning
2013,Other,Artificial Intelligence / Machine Learning
2014,Other,Other
2015,Other,Artificial Intelligence / Machine Learning
2017,Other,Artificial Intelligence / Machine Learning
2018,Other,Artificial Intelligence / Machine Learning
2019,Other,Artificial Intelligence / Machine Learning
2020,Other,Other
2021,Other,Other
2022,Other,Other
2024,Other,Artificial Intelligence / Machine Learning
2025,Other,Other
2026,Other,Artificial Intelligence / Machine Learning
2027,Other,Mobile Development
2028,Other,Artificial Intelligence / Machine Learning
2029,Other,Artificial Intelligence / Machine Learning
2031,Other,Other
2032,Other,Artificial Intelligence / Machine Learning
2033,Other,Other
2034,Other,Other
2036,Other,Artificial Intelligence / Machine Learning
2037,Other,Other
2039,Other,Other
2040,Other,Web Development
2041,Other,Artificial Intelligence / Machine Learning
2042,Other,Artificial Intelligence / Machine Learning
2043,Other,Artificial Intelligence / Machine Learning
2044,Other,Other
2046,Other,Other
2047,Other,Other
2048,Other,Artificial Intelligence / Machine Learning
2050,Other,Other
2051,Other,Artificial Intelligence / Machine Learning
2053,Other,Artificial Intelligence / Machine Learning
2054,Other,Other
2056,Other,Web Development
2057,Other,Artificial Intelligence / Machine Learning
2058,Other,Artificial Intelligence / Machine Learning
2059,Other,Artificial Intelligence / Machine Learning
2061,Other,Artificial Intelligence / Machine Learning
2063,Other,Artificial Intelligence / Machine Learning
2064,Other,Artificial Intelligence / Machine Learning
2065,Other,Artificial Intelligence / Machine Learning
2066,Other,Artificial Intelligence / Machine Learning
2067,Other,Artificial Intelligence / Machine Learning
2068,Other,Networking
2069,Other,Web Development
2070,Other,Other
2071,Other,Artificial Intelligence / Machine Learning
2072,Other,Artificial Intelligence / Machine Learning
2073,Other,Networking
2074,Other,Artificial Intelligence / Machine Learning
2075,Other,Artificial Intelligence / Machine Learning
2076,Other,Artificial Intelligence / Machine Learning
2077,Other,Artificial Intelligence / Machine Learning
2078,Other,Artificial Intelligence / Machine Learning
2079,Other,Other
2080,Other,Artificial Intelligence / Machine Learning
2081,Other,Other
2082,Other,Artificial Intelligence / Machine Learning
2083,Other,Software Engineering
2084,Other,Other
2087,Other,Artificial Intelligence / Machine Learning
2088,Other,Artificial Intelligence / Machine Learning
2090,Other,Artificial Intelligence / Machine Learning
2091,Other,Artificial Intelligence / Machine Learning
2093,Other,Artificial Intelligence / Machine Learning
2094,Other,Other
2095,Other,Other
2096,Other,Artificial Intelligence / Machine Learning
2097,Other,Artificial Intelligence / Machine Learning
2098,Other,Artificial Intelligence / Machine Learning
2099,Other,Artificial Intelligence / Machine Learning
2100,Other,Networking
2101,Other,Other
2102,Other,Other
2103,Other,Other
2105,Other,Artificial Intelligence / Machine Learning
2106,Other,Other
2108,Other,Artificial Intelligence / Machine Learning
2109,Other,Artificial Intelligence / Machine Learning
2110,Other,Other
2111,Other,Other
2112,Other,Artificial Intelligence / Machine Learning
2113,Other,Artificial Intelligence / Machine Learning
2114,Other,Artificial Intelligence / Machine Learning
2115,Other,Artificial Intelligence / Machine Learning
2116,Other,Artificial Intelligence / Machine Learning
2117,Other,Other
2118,Other,Artificial Intelligence / Machine Learning
2119,Other,Other
2120,Other,Other
2121,Other,Artificial Intelligence / Machine Learning
2123,Other,Other
2124,Other,Artificial Intelligence / Machine Learning
2125,Other,Artificial Intelligence / Machine Learning
2126,Other,Mobile Development
2127,Other,Other
2129,Other,Artificial Intelligence / Machine Learning
2130,Other,Other
2131,Other,Other
2132,Other,Artificial Intelligence / Machine Learning
2133,Other,Other
2134,Other,Other
2135,Other,Web Development
2136,Other,Other
2137,Other,Artificial Intelligence / Machine Learning
2138,Other,Other
2139,Other,Other
2140,Other,Artificial Intelligence / Machine Learning
2141,Other,Artificial Intelligence / Machine Learning
2142,Other,DevOps
2143,Other,Mobile Development
2144,Other,Artificial Intelligence / Machine Learning
2146,Other,Mobile Development
2148,Other,Artificial Intelligence / Machine Learning
2150,Other,Other
2153,Other,Networking
2154,Other,Artificial Intelligence / Machine Learning
2155,Other,Other
2157,Other,Artificial Intelligence / Machine Learning
2158,Other,Artificial Intelligence / Machine Learning
2159,Other,Artificial Intelligence / Machine Learning
2160,Other,Networking
2161,Other,Other
2162,Other,Web Development
2163,Other,Other
2164,Other,Artificial Intelligence / Machine Learning
2165,Other,Other
2166,Other,Artificial Intelligence / Machine Learning
2167,Other,Artificial Intelligence / Machine Learning
2168,Other,Artificial Intelligence / Machine Learning
2169,Other,Artificial Intelligence / Machine Learning
2170,Other,Artificial Intelligence / Machine Learning
2171,Other,Artificial Intelligence / Machine Learning
2172,Other,Artificial Intelligence / Machine Learning
2173,Other,Artificial Intelligence / Machine Learning
2175,Other,Artificial Intelligence / Machine Learning
2177,Other,Artificial Intelligence / Machine Learning
2178,Other,Artificial Intelligence / Machine Learning
2180,Other,Artificial Intelligence / Machine Learning
2182,Other,Artificial Intelligence / Machine Learning
2183,Other,Other
2184,Other,Artificial Intelligence / Machine Learning
2185,Other,Artificial Intelligence / Machine Learning
2186,Other,Networking
2187,Other,Artificial Intelligence / Machine Learning
2188,Other,Networking
2189,Other,Web Development
2192,Other,Other
2193,Other,Artificial Intelligence / Machine Learning
2194,Other,Artificial Intelligence / Machine Learning
2195,Other,Artificial Intelligence / Machine Learning
2196,Other,Other
2197,Other,Other
2198,Other,Software Engineering
2199,Other,Networking
2201,Other,Artificial Intelligence / Machine Learning
2202,Other,Other
2203,Other,Other
2204,Other,Artificial Intelligence / Machine Learning
2205,Other,Artificial Intelligence / Machine Learning
2206,Other,Artificial Intelligence / Machine Learning
2207,Other,Other
2208,Other,Artificial Intelligence / Machine Learning
2209,Other,Artificial Intelligence / Machine Learning
2210,Other,Artificial Intelligence / Machine Learning
2211,Other,Networking
2212,Other,Other
2213,Other,Other
2214,Other,Web Development
2215,Other,DevOps
2216,Other,Artificial Intelligence / Machine Learning
2218,Other,Artificial Intelligence / Machine Learning
2219,Other,Artificial Intelligence / Machine Learning
2220,Other,Artificial Intelligence / Machine Learning
2221,Other,Artificial Intelligence / Machine Learning
2222,Other,Artificial Intelligence / Machine Learning
2223,Other,Artificial Intelligence / Machine Learning
2224,Other,Artificial Intelligence / Machine Learning
2225,Other,Mobile Development
2226,Other,Artificial Intelligence / Machine Learning
2227,Other,Other
2228,Other,Other
2229,Other,Artificial Intelligence / Machine Learning
2230,Other,Other
2231,Other,Networking
2232,Other,Other
2233,Other,Other
2234,Other,Artificial Intelligence / Machine Learning
2235,Other,Other
2236,Other,Artificial Intelligence / Machine Learning
2237,Other,Artificial Intelligence / Machine Learning
2238,Other,Artificial Intelligence / Machine Learning
2239,Other,Artificial Intelligence / Machine Learning
2241,Other,Other
2242,Other,Artificial Intelligence / Machine Learning
2243,Other,Artificial Intelligence / Machine Learning
2244,Other,Other
2245,Other,Artificial Intelligence / Machine Learning
2246,Other,Other
2247,Other,Artificial Intelligence / Machine Learning
2248,Other,Artificial Intelligence / Machine Learning
2249,Other,Other
2250,Other,Mobile Development
2251,Other,Mobile Development
2252,Other,Artificial Intelligence / Machine Learning
2254,Other,Artificial Intelligence / Machine Learning
2256,Other,Artificial Intelligence / Machine Learning
2258,Other,Other
2259,Other,Networking
2260,Other,Artificial Intelligence / Machine Learning
2261,Other,Artificial Intelligence / Machine Learning
2262,Other,Other
2263,Other,Artificial Intelligence / Machine Learning
2264,Other,Artificial Intelligence / Machine Learning
2265,Other,Software Engineering
2267,Other,Artificial Intelligence / Machine Learning
2268,Other,Other
2269,Other,Artificial Intelligence / Machine Learning
2272,Other,Artificial Intelligence / Machine Learning
2273,Other,Artificial Intelligence / Machine Learning
2274,Other,Artificial Intelligence / Machine Learning
2275,Other,Artificial Intelligence / Machine Learning
2276,Other,Other
2277,Other,Other
2278,Other,Other
2279,Other,Data Science
2280,Other,Artificial Intelligence / Machine Learning
2281,Other,Artificial Intelligence / Machine Learning
2282,Other,Artificial Intelligence / Machine Learning
2283,Other,Other
2285,Other,Other
2286,Other,Other
2287,Other,Artificial Intelligence / Machine Learning
2288,Other,Other
2289,Other,Artificial Intelligence / Machine Learning
2290,Other,Artificial Intelligence / Machine Learning
2291,Other,Artificial Intelligence / Machine Learning
2292,Other,Other
2293,Other,Other
2295,Other,Artificial Intelligence / Machine Learning
2296,Other,Artificial Intelligence / Machine Learning
2298,Other,Artificial Intelligence / Machine Learning
2300,Other,Other
2301,Other,Networking
2302,Other,Other
2304,Other,Other
2305,Other,Other
2306,Other,Artificial Intelligence / Machine Learning
2307,Other,Other
2308,Other,Other
2309,Other,Artificial Intelligence / Machine Learning
2310,Other,Artificial Intelligence / Machine Learning
2312,Other,Software Engineering
2313,Other,Artificial Intelligence / Machine Learning
2314,Other,Other
2315,Other,Artificial Intelligence / Machine Learning
2316,Other,Artificial Intelligence / Machine Learning
2317,Other,Other
2318,Other,Networking
2319,Other,Other
2320,Other,Artificial Intelligence / Machine Learning
2321,Other,DevOps
2323,Other,Other
2324,Other,Other
2325,Other,Artificial Intelligence / Machine Learning
2327,Other,Other
2329,Other,Other
2330,Other,Other
2331,Other,Artificial Intelligence / Machine Learning
2332,Other,Artificial Intelligence / Machine Learning
2333,Other,Other
2334,Other,Artificial Intelligence / Machine Learning
2335,Other,Artificial Intelligence / Machine Learning
2336,Other,Other
2337,Other,Other
2338,Other,Web Development
2339,Other,Artificial Intelligence / Machine Learning
2340,Other,Artificial Intelligence / Machine Learning
2341,Other,Other
2342,Other,Networking
2343,Other,Artificial Intelligence / Machine Learning
2344,Other,Networking
2346,Other,Artificial Intelligence / Machine Learning
2347,Other,Artificial Intelligence / Machine Learning
2349,Other,Other
2350,Other,Artificial Intelligence / Machine Learning
2351,Other,Other
2352,Other,Artificial Intelligence / Machine Learning
2353,Other,Other
2354,Other,Web Development
2355,Other,Artificial Intelligence / Machine Learning
2356,Other,Artificial Intelligence / Machine Learning
2357,Other,DevOps
2358,Other,Artificial Intelligence / Machine Learning
2359,Other,Artificial Intelligence / Machine Learning
2360,Other,Other
2361,Other,Other
2362,Other,Artificial Intelligence / Machine Learning
2363,Other,Artificial Intelligence / Machine Learning
2365,Other,Networking
2366,Other,Artificial Intelligence / Machine Learning
2367,Other,Artificial Intelligence / Machine Learning
2368,Other,Artificial Intelligence / Machine Learning
2369,Other,Other
2370,Other,Artificial Intelligence / Machine Learning
2371,Other,Artificial Intelligence / Machine Learning
2372,Other,Other
2373,Other,Artificial Intelligence / Machine Learning
2374,Other,Artificial Intelligence / Machine Learning
2375,Other,Artificial Intelligence / Machine Learning
2376,Other,Other
2377,Other,Other
2378,Other,Artificial Intelligence / Machine Learning
2379,Other,Artificial Intelligence / Machine Learning
2380,Other,Artificial Intelligence / Machine Learning
2381,Other,Other
2382,Other,Other
2383,Other,Other
2384,Other,Artificial Intelligence / Machine Learning
2385,Other,Networking
2386,Other,Mobile Development
2388,Other,Web Development
2389,Other,Artificial Intelligence / Machine Learning
2390,Other,Other
2391,Other,Artificial Intelligence / Machine Learning
2392,Other,Artificial Intelligence / Machine Learning
2393,Other,Mobile Development
2394,Other,Artificial Intelligence / Machine Learning
2395,Other,Artificial Intelligence / Machine Learning
2396,Other,Artificial Intelligence / Machine Learning
2397,Other,Other
2398,Other,Artificial Intelligence / Machine Learning
2400,Other,Other
2401,Other,Artificial Intelligence / Machine Learning
2402,Other,Artificial Intelligence / Machine Learning
2404,Other,Artificial Intelligence / Machine Learning
2405,Other,Artificial Intelligence / Machine Learning
2406,Other,Artificial Intelligence / Machine Learning
2407,Other,Artificial Intelligence / Machine Learning
2409,Other,Web Development
2410,Other,Artificial Intelligence / Machine Learning
2411,Other,Other
2412,Other,Artificial Intelligence / Machine Learning
2413,Other,Database Management
2414,Other,Other
2415,Other,Other
2417,Other,Artificial Intelligence / Machine Learning
2418,Other,Other
2419,Other,Other
2421,Other,Artificial Intelligence / Machine Learning
2423,Other,Artificial Intelligence / Machine Learning
2424,Other,Artificial Intelligence / Machine Learning
2425,Other,Artificial Intelligence / Machine Learning
2426,Other,Artificial Intelligence / Machine Learning
2427,Other,Artificial Intelligence / Machine Learning
2428,Other,Artificial Intelligence / Machine Learning
2429,Other,Other
2430,Other,Mobile Development
2431,Other,Artificial Intelligence / Machine Learning
2432,Other,Other
2433,Other,Artificial Intelligence / Machine Learning
2434,Other,Artificial Intelligence / Machine Learning
2435,Other,Other
2438,Other,Artificial Intelligence / Machine Learning
2439,Other,Other
2442,Other,Artificial Intelligence / Machine Learning
2443,Other,Artificial Intelligence / Machine Learning
2444,Other,Other
2446,Other,Other
2447,Other,Artificial Intelligence / Machine Learning
2449,Other,Artificial Intelligence / Machine Learning
2451,Other,Other
2455,Other,Other
2456,Other,Artificial Intelligence / Machine Learning
2457,Other,Networking
2458,Other,Artificial Intelligence / Machine Learning
2459,Other,Artificial Intelligence / Machine Learning
2460,Other,Other
2461,Other,Artificial Intelligence / Machine Learning
2462,Other,Other
2464,Other,Artificial Intelligence / Machine Learning
2465,Other,Other
2466,Other,Artificial Intelligence / Machine Learning
2467,Other,Other
2468,Other,Artificial Intelligence / Machine Learning
2469,Other,Artificial Intelligence / Machine Learning
2470,Other,Artificial Intelligence / Machine Learning
2471,Other,Networking
2473,Other,Other
2474,Other,Other
2475,Other,Other
2476,Other,Artificial Intelligence / Machine Learning
2477,Other,Artificial Intelligence / Machine Learning
2478,Other,Artificial Intelligence / Machine Learning
2479,Other,Other
2480,Other,Mobile Development
2481,Other,Artificial Intelligence / Machine Learning
2483,Other,Artificial Intelligence / Machine Learning
2484,Other,Artificial Intelligence / Machine Learning
2485,Other,Other
2486,Other,Artificial Intelligence / Machine Learning
2487,Other,Artificial Intelligence / Machine Learning
2488,Other,Other
2489,Other,Networking
2491,Other,Other
2492,Other,Artificial Intelligence / Machine Learning
2493,Other,Artificial Intelligence / Machine Learning
2494,Other,Other
2495,Other,Other
2496,Other,Other
2497,Other,Other
2499,Other,DevOps
2500,Other,Other
2501,Other,Artificial Intelligence / Machine Learning
2502,Other,Networking
2503,Other,Artificial Intelligence / Machine Learning
2504,Other,Artificial Intelligence / Machine Learning
2505,Other,Networking
2506,Other,Artificial Intelligence / Machine Learning
2507,Other,Artificial Intelligence / Machine Learning
2508,Other,Artificial Intelligence / Machine Learning
2510,Other,Artificial Intelligence / Machine Learning
2511,Other,Artificial Intelligence / Machine Learning
2512,Other,Artificial Intelligence / Machine Learning
2513,Other,Artificial Intelligence / Machine Learning
2514,Other,Artificial Intelligence / Machine Learning
2515,Other,Artificial Intelligence / Machine Learning
2516,Other,Other
2517,Other,Artificial Intelligence / Machine Learning
2518,Other,Other
2519,Other,Artificial Intelligence / Machine Learning
2520,Other,Artificial Intelligence / Machine Learning
2521,Other,Artificial Intelligence / Machine Learning
2522,Other,Artificial Intelligence / Machine Learning
2523,Other,Artificial Intelligence / Machine Learning
2524,Other,Other
2525,Other,Artificial Intelligence / Machine Learning
2526,Other,Other
2527,Other,Networking
2528,Other,Other
2529,Other,Other
2530,Other,Other
2531,Other,Networking
2532,Other,Artificial Intelligence / Machine Learning
2534,Other,Artificial Intelligence / Machine Learning
2535,Other,Artificial Intelligence / Machine Learning
2537,Other,Other
2538,Other,Other
2539,Other,Networking
2540,Other,Artificial Intelligence / Machine Learning
2541,Other,Artificial Intelligence / Machine Learning
2542,Other,Artificial Intelligence / Machine Learning
2543,Other,Networking
2544,Other,Artificial Intelligence / Machine Learning
2546,Other,Artificial Intelligence / Machine Learning
2547,Other,Networking
2548,Other,Artificial Intelligence / Machine Learning
2550,Other,Other
2551,Other,Artificial Intelligence / Machine Learning
2552,Other,Artificial Intelligence / Machine Learning
2553,Other,Artificial Intelligence / Machine Learning
2554,Other,Artificial Intelligence / Machine Learning
2555,Other,Other
2556,Other,Artificial Intelligence / Machine Learning
2557,Other,Other
2558,Other,Artificial Intelligence / Machine Learning
2560,Other,Artificial Intelligence / Machine Learning
2561,Other,Other
2562,Other,Other
2563,Other,Artificial Intelligence / Machine Learning
2564,Other,Artificial Intelligence / Machine Learning
2565,Other,Artificial Intelligence / Machine Learning
2566,Other,Artificial Intelligence / Machine Learning
2567,Other,Networking
2568,Other,Other
2569,Other,Database Management
2570,Other,Artificial Intelligence / Machine Learning
2571,Other,Artificial Intelligence / Machine Learning
2572,Other,Other
2573,Other,Artificial Intelligence / Machine Learning
2574,Other,Other
2575,Other,Artificial Intelligence / Machine Learning
2577,Other,Web Development
2578,Other,Other
2579,Other,Web Development
2580,Other,Artificial Intelligence / Machine Learning
2581,Other,Artificial Intelligence / Machine Learning
2582,Other,Artificial Intelligence / Machine Learning
2583,Other,Other
2584,Other,Other
2585,Other,Other
2586,Other,Artificial Intelligence / Machine Learning
2587,Other,Other
2588,Other,Other
2589,Other,Other
2590,Other,Networking
2591,Other,Artificial Intelligence / Machine Learning
2593,Other,Networking
2594,Other,Other
2595,Other,Artificial Intelligence / Machine Learning
2596,Other,Other
2597,Other,Database Management
2598,Other,Mobile Development
2599,Other,Other
2600,Other,Mobile Development
2601,Other,Mobile Development
2602,Other,Artificial Intelligence / Machine Learning
2603,Other,Other
2604,Other,Other
2605,Other,Artificial Intelligence / Machine Learning
2606,Other,Other
2607,Other,Other
2608,Other,Other
2609,Other,Other
2610,Other,Artificial Intelligence / Machine Learning
2611,Other,Other
2612,Other,Other
2613,Other,Networking
2614,Other,Web Development
2615,Other,Other
2616,Other,Other
2617,Other,Mobile Development
2618,Other,Other
2619,Other,Artificial Intelligence / Machine Learning
2620,Other,Mobile Development
2621,Other,Other
2622,Other,Other
2623,Other,Mobile Development
2624,Other,Mobile Development
2625,Other,Other
2626,Other,Artificial Intelligence / Machine Learning
2627,Other,Other
2628,Other,Other
2629,Other,Other
2630,Other,Other
2631,Other,Artificial Intelligence / Machine Learning
2632,Other,Artificial Intelligence / Machine Learning
2633,Other,Other
2634,Other,Other
2635,Other,Networking
2636,Other,Artificial Intelligence / Machine Learning
2637,Other,Other
2638,Other,Other
2639,Other,Mobile Development
2640,Other,Mobile Development
2642,Other,Other
2643,Other,Artificial Intelligence / Machine Learning
2644,Other,Artificial Intelligence / Machine Learning
2645,Other,Other
2646,Other,Artificial Intelligence / Machine Learning
2647,Other,Artificial Intelligence / Machine Learning
2648,Other,Other
2649,Other,Mobile Development
2650,Other,Artificial Intelligence / Machine Learning
2651,Other,Other
2652,Other,Artificial Intelligence / Machine Learning
2653,Other,Networking
2654,Other,Other
2655,Other,Artificial Intelligence / Machine Learning
2656,Other,Other
2657,Other,Artificial Intelligence / Machine Learning
2658,Other,Other
2660,Other,Networking
2661,Other,Other
2662,Other,Other
2663,Other,Other
2664,Other,Other
2666,Other,Other
2667,Other,Mobile Development
2668,Other,Mobile Development
2669,Other,Software Engineering
2670,Other,Other
2671,Other,Artificial Intelligence / Machine Learning
2672,Other,Artificial Intelligence / Machine Learning
2673,Other,Other
2674,Other,Other
2675,Other,Artificial Intelligence / Machine Learning
2676,Other,Networking
2677,Other,Mobile Development
2678,Other,Other
2679,Other,Artificial Intelligence / Machine Learning
2680,Other,Artificial Intelligence / Machine Learning
2681,Other,Networking
2682,Other,Other
2683,Other,Web Development
2684,Other,Mobile Development
2685,Other,Other
2686,Other,Other
2687,Other,Artificial Intelligence / Machine Learning
2688,Other,Mobile Development
2689,Other,Mobile Development
2692,Other,Artificial Intelligence / Machine Learning
2693,Other,Artificial Intelligence / Machine Learning
2694,Other,Other
2695,Other,Other
2696,Other,Other
2697,Other,Other
2698,Other,Other
2699,Other,Other
2700,Other,Other
2701,Other,Artificial Intelligence / Machine Learning
2702,Other,Other
2703,Other,Other
2704,Other,Other
2705,Other,Other
2706,Other,Other
2707,Other,Networking
2708,Other,Artificial Intelligence / Machine Learning
2709,Other,Artificial Intelligence / Machine Learning
2710,Other,Other
2711,Other,Mobile Development
2712,Other,Other
2713,Other,Other
2714,Other,Other
2715,Other,Artificial Intelligence / Machine Learning
2716,Other,Artificial Intelligence / Machine Learning
2717,Other,Other
2718,Other,Other
2719,Other,Other
2720,Other,Other
2721,Other,Web Development
2722,Other,Other
2723,Other,Other
2724,Other,Artificial Intelligence / Machine Learning
2725,Other,Mobile Development
2726,Other,Networking
2727,Other,Networking
2728,Other,Artificial Intelligence / Machine Learning
2729,Other,Networking
2730,Other,Mobile Development
2731,Other,Mobile Development
2732,Other,Networking
2733,Other,Mobile Development
2734,Other,Mobile Development
2735,Other,Mobile Development
2736,Other,Other
2737,Other,Other
2738,Other,Artificial Intelligence / Machine Learning
2740,Other,Artificial Intelligence / Machine Learning
2741,Other,Other
2743,Other,Artificial Intelligence / Machine Learning
2744,Other,Artificial Intelligence / Machine Learning
2745,Other,Networking
2746,Other,Web Development
2747,Other,Artificial Intelligence / Machine Learning
2748,Other,Artificial Intelligence / Machine Learning
2749,Other,Artificial Intelligence / Machine Learning
2750,Other,Other
2752,Other,Networking
2753,Other,Other
2754,Other,Artificial Intelligence / Machine Learning
2755,Other,Other
2757,Other,Artificial Intelligence / Machine Learning
2758,Other,Artificial Intelligence / Machine Learning
2759,Other,Artificial Intelligence / Machine Learning
2760,Other,Other
2761,Other,Other
2762,Other,Artificial Intelligence / Machine Learning
2763,Other,Artificial Intelligence / Machine Learning
2766,Other,Artificial Intelligence / Machine Learning
2767,Other,Artificial Intelligence / Machine Learning
2768,Other,Software Engineering
2770,Other,Artificial Intelligence / Machine Learning
2772,Other,Artificial Intelligence / Machine Learning
2773,Other,Artificial Intelligence / Machine Learning
2774,Other,Other
2775,Other,Artificial Intelligence / Machine Learning
2777,Other,Artificial Intelligence / Machine Learning
2778,Other,Networking
2780,Other,Artificial Intelligence / Machine Learning
2781,Other,Artificial Intelligence / Machine Learning
2782,Other,Artificial Intelligence / Machine Learning
2783,Other,Other
2784,Other,Other
2785,Other,Artificial Intelligence / Machine Learning
2786,Other,Software Engineering
2789,Other,Artificial Intelligence / Machine Learning
2791,Other,Web Development
2793,Other,Artificial Intelligence / Machine Learning
2794,Other,Artificial Intelligence / Machine Learning
2795,Other,Other
2796,Other,Artificial Intelligence / Machine Learning
2797,Other,Artificial Intelligence / Machine Learning
2798,Other,Artificial Intelligence / Machine Learning
2801,Other,Artificial Intelligence / Machine Learning
2802,Other,Other
2803,Other,Artificial Intelligence / Machine Learning
2805,Other,Other
2806,Other,Networking
2807,Other,Other
2809,Other,Artificial Intelligence / Machine Learning
2810,Other,Artificial Intelligence / Machine Learning
2811,Other,Artificial Intelligence / Machine Learning
2813,Other,Other
2814,Other,Artificial Intelligence / Machine Learning
2815,Other,Artificial Intelligence / Machine Learning
2816,Other,Other
2817,Other,Networking
2821,Other,Artificial Intelligence / Machine Learning
2824,Other,Other
2825,Other,Artificial Intelligence / Machine Learning
2826,Other,Networking
2828,Other,Other
2829,Other,Other
2830,Other,Other
2832,Other,Other
2833,Other,Artificial Intelligence / Machine Learning
2834,Other,Artificial Intelligence / Machine Learning
2835,Other,Artificial Intelligence / Machine Learning
2836,Other,Other
2837,Other,Other
2838,Other,Artificial Intelligence / Machine Learning
2839,Other,Other
2840,Other,Networking
2841,Other,Mobile Development
2842,Other,Artificial Intelligence / Machine Learning
2843,Other,Artificial Intelligence / Machine Learning
2844,Other,Other
2845,Other,Other
2846,Other,DevOps
2847,Other,Artificial Intelligence / Machine Learning
2848,Other,Networking
2849,Other,Artificial Intelligence / Machine Learning
2850,Other,Other
2851,Other,Artificial Intelligence / Machine Learning
2852,Other,Other
2853,Other,Artificial Intelligence / Machine Learning
2854,Other,Artificial Intelligence / Machine Learning
2856,Other,Other
2858,Other,Artificial Intelligence / Machine Learning
2860,Other,Artificial Intelligence / Machine Learning
2862,Other,Other
2863,Other,Other
2864,Other,Networking
2866,Other,Artificial Intelligence / Machine Learning
2867,Other,Artificial Intelligence / Machine Learning
2868,Other,Networking
2869,Other,Artificial Intelligence / Machine Learning
2870,Other,Networking
2872,Other,Artificial Intelligence / Machine Learning
2873,Other,Other
2874,Other,Networking
2875,Other,Networking
2876,Other,Other
2877,Other,Artificial Intelligence / Machine Learning
2878,Other,Mobile Development
2879,Other,Other
2880,Other,Other
2881,Other,Artificial Intelligence / Machine Learning
2882,Other,Artificial Intelligence / Machine Learning
2884,Other,Other
2885,Other,Networking
2886,Other,Other
2887,Other,Artificial Intelligence / Machine Learning
2888,Other,Networking
2889,Other,Artificial Intelligence / Machine Learning
2890,Other,Other
2891,Other,Networking
2892,Other,Other
2893,Other,Artificial Intelligence / Machine Learning
2894,Other,Artificial Intelligence / Machine Learning
2896,Other,Artificial Intelligence / Machine Learning
2897,Other,Artificial Intelligence / Machine Learning
2898,Other,Other
